siren,nom_complet,nom_raison_sociale,sigle,nombre_etablissements,nombre_etablissements_ouverts,code_postal,libelle_commune,departement,region,adresse,latitude,longitude,date_creation,etat_administratif,tranche_effectif_salarie,caractere_employeur,categorie_entreprise,nature_juridique
384932190,CABINET JEAN-MARIE FREU,CABINET JEAN-MARIE FREU,,5,2,31130,BALMA,31,76,16 AVENUE CHARLES DE GAULLE 31130 BALMA,43.5958937019258,1.49949160587886,1992-03-02,A,NN,,PME,5710
384969226,STANISLAS DE CORLIEU COURTAGE - S2C COURTAGE,STANISLAS DE CORLIEU COURTAGE - S2C COURTAGE,,7,2,75008,PARIS,75,11,1 RUE DE STOCKHOLM 75008 PARIS,48.877091662,2.3227461143,1992-04-01,A,02,,PME,5499
385099635,BERNARD COLLIN,,,3,2,75009,PARIS,75,11,26 RUE PIERRE SEMARD 75009 PARIS,48.878599173,2.3480577872,1992-03-02,A,NN,,PME,1000
385133038,SAFI CONSEIL,SAFI CONSEIL,,3,2,75009,PARIS,75,11,78 RUE D'AMSTERDAM 75009 PARIS,48.881157336,2.3271725948,1992-01-22,A,NN,,PME,5499
385267992,CEA ANTILLES,CEA ANTILLES,,4,2,97110,POINTE-A-PITRE,971,01,LE MOLE PORTUAIRE 97110 POINTE-A-PITRE,16.220137153,-61.52877366,1992-04-01,A,03,,PME,5499
385399357,CEDRIC MALANDRE,,,4,2,74100,ANNEMASSE,74,84,17 AVENUE DE LA GARE 74100 ANNEMASSE,46.195139867526,6.23405139929817,1992-04-21,A,NN,,PME,1000
387574197,RICHARD TERRIGEOL,,,2,2,33820,SAINT-CIERS-SUR-GIRONDE,33,75,63 AVENUE DE LA REPUBLIQUE 33820 SAINT-CIERS-SUR-GIRONDE,45.29185687,-0.611972879,1990-06-15,A,NN,,PME,1000
388169179,JAUSSEIN EXPERTISE,JAUSSEIN EXPERTISE,,4,2,06000,NICE,06,93,4 RUE DE FRANCE 06000 NICE,43.696720409,7.2647339314,1992-07-27,A,03,,PME,5710
388413619,LAURENT LASFARGUE,,,5,2,19100,BRIVE-LA-GAILLARDE,19,75,32 BOULEVARD COL GERMAIN 19100 BRIVE-LA-GAILLARDE,45.1571062639721,1.52408242894521,1992-06-01,A,NN,,PME,1000
388708349,3A ASSURANCES SAINT-PIERRE (3A SAINT-PIERRE),3A ASSURANCES SAINT-PIERRE,,3,2,97410,SAINT-PIERRE,974,04,POTEMONT 1 RUE MARIUS ET ARY LEBLOND 97410 SAINT-PIERRE,-21.33912548,55.479285616,1992-10-01,A,02,,PME,5499
389026618,HEPTASSUR,HEPTASSUR,,3,2,84000,AVIGNON,84,93,157 RUE DE LA CARRETERIE 84000 AVIGNON,43.951637491,4.8171129434,1992-11-03,A,NN,,PME,5499
389233628,SOCIETE EUROPEENNE D'ASSURANCES ET DE PLACEMENTS FINANCIERS (SEAPF),SOCIETE EUROPEENNE D'ASSURANCES ET DE PLACEMENTS FINANCIERS,SEAPF,4,2,75007,PARIS,75,11,5-7 5 RUE DE MONTTESSUY 75007 PARIS,48.8594085844574,2.29959353057909,1992-10-09,A,02,,PME,5710
389623216,ASSUPROVENCE,ASSUPROVENCE,,5,2,13006,MARSEILLE,13,93,4 RUE D'ARCOLE 13006 MARSEILLE,43.289605049,5.3771251585,1993-01-02,A,01,,PME,5499
338081219,DANIEL MARIE,,,4,2,78490,MONTFORT-L'AMAURY,78,11,14 RUE DE SANCE 78490 MONTFORT-L'AMAURY,48.775977397,1.8063588554,1986-05-01,A,NN,,PME,1000
338224827,DIDIER METZGER,,,5,2,67380,LINGOLSHEIM,67,44,71 RUE DU MARECHAL FOCH 67380 LINGOLSHEIM,48.5576245,7.68405291,1986-05-12,A,02,,PME,1000
338399439,APRIL ENTREPRISE,APRIL ENTREPRISE,,12,2,69006,LYON,69,84,12 RUE JULIETTE RECAMIER 69006 LYON,45.764617243858,4.85420718078075,1986-07-01,A,21,,ETI,5710
338588411,THIERRY COUPEAU,,,3,2,61120,VIMOUTIERS,61,28,21 T RUE DU MOULIN 61120 VIMOUTIERS,48.926592666,0.1987189216,1986-07-01,A,02,,PME,1000
338676588,PHILIPPE NOCLAIN,,,2,2,81660,PONT-DE-L ARN,81,76,2785 ROUTE DU GOLF RIGAUTOU 81660 PONT-DE-L ARN,43.519960023,2.3705074565,1986-08-04,A,NN,,PME,1000
338888209,GESCO ASSURANCES,GESCO ASSURANCES,,4,2,75008,PARIS,75,11,CENTRE SAINT HONORE 91 RUE DU FAUBOURG SAINT-HONORE 75008 PARIS,48.87185631,2.3128787428,1986-07-17,A,02,,GE,5710
339037228,MARTINE REY,,,4,2,34200,SETE,34,76,19 AVENUE VICTOR HUGO 34200 SETE,43.408499491,3.6979264305,1986-10-15,A,NN,,PME,1000
339041535,SUBERVIE ASSURANCES,SUBERVIE ASSURANCES,,3,2,33000,BORDEAUX,33,75,30 COURS MARECHAL JUIN 33000 BORDEAUX,44.836008005,-0.582543056,1986-10-14,A,02,,PME,5499
339183857,DENIS ROIG,,,4,2,66600,RIVESALTES,66,76,8 AVENUE GAMBETTA 66600 RIVESALTES,42.768063804,2.8712327775,1986-10-01,A,03,,PME,1000
339222762,DONIKIAN FINANCES (DF),DONIKIAN FINANCES,DF,2,2,92700,COLOMBES,92,11,91 AVENUE DE L’AGENT SARRE 92700 COLOMBES,48.925184509,2.2681502854,1986-11-01,A,NN,,PME,5499
339382897,ROLAND BOUVIER,,,3,2,26780,ALLAN,26,84,CHEMIN DE BONDONNEAU 26780 ALLAN,44.530225471,4.7890992559,1986-10-01,A,NN,,PME,1000
379206089,YVES BORDONNEAU,,,2,2,85200,FONTENAY-LE-COMTE,85,52,34 RUE DE BLOSSAC 85200 FONTENAY-LE-COMTE,46.464240631,-0.802621153,1990-01-01,A,NN,,PME,1000
379675929,ASSURANCES ET CREDITS BEJANIN (ACB FRANCE - WWW.ACBFRANCE.COM) (ACB),ASSURANCES ET CREDITS BEJANIN,ACB,5,2,38100,GRENOBLE,38,84,18 AVENUE RHIN ET DANUBE 38100 GRENOBLE,45.1785371892747,5.70343845201493,1990-10-29,A,01,,PME,5710
379806193,ETUDE PLACEMENT ASSURANCES PARIS SUD (EPAPS),ETUDE PLACEMENT ASSURANCES PARIS SUD,EPAPS,7,2,75017,PARIS,75,11,100 RUE DE SAUSSURE 75017 PARIS,48.8872892303369,2.3121808747847,1990-11-02,A,02,,PME,5710
379940042,MARYVONNE LEVAILLANT (LEMONNIER),,,2,2,76410,TOURVILLE-LA-RIVIERE,76,28,32 RUE CLEMENT ADER 76410 TOURVILLE-LA-RIVIERE,49.331007489,1.1120656737,1990-09-19,A,NN,,PME,1000
380158220,CABINET D' ASSURANCES HILAIRE COUPAT ALVES,CABINET D' ASSURANCES HILAIRE COUPAT ALVES,,2,2,43600,SAINTE-SIGOLENE,43,84,6 RUE CHARLES DUPUY 43600 SAINTE-SIGOLENE,45.243368538,4.234526984,1990-04-02,A,03,,PME,2210
380302083,PAUL SERGENT,,,3,2,29200,BREST,29,53,13 RUE DE SIAM 29200 BREST,48.384904142,-4.492874985,1991-01-01,A,NN,,PME,1000
380400390,PIERRE GOMEZ,,,3,2,47000,AGEN,47,75,30 CRS DU NEUVIEME DE LIGNE 47000 AGEN,44.196392208,0.6125857608,1989-09-15,A,NN,,PME,1000
380613596,PAUL ROGANTIER,,,3,2,77190,DAMMARIE-LES-LYS,77,11,249 QUAI VOLTAIRE 77190 DAMMARIE-LES-LYS,48.531995208,2.6421676991,1991-01-17,A,NN,,PME,1000
380666669,BENOIT DERIDDER,,,3,2,08000,CHARLEVILLE-MEZIERES,08,44,4 B BOULEVARD GAMBETTA 08000 CHARLEVILLE-MEZIERES,49.770966753,4.7178072332,1991-01-01,A,02,,PME,1000
380805218,CREDIT ET COURTAGE CHAMPENOIS (CCC),CREDIT ET COURTAGE CHAMPENOIS,CCC,3,2,52100,SAINT-DIZIER,52,44,37 AVENUE DU GENERAL SARRAIL 52100 SAINT-DIZIER,48.645391446,4.9536057721,1991-01-02,A,NN,,PME,5710
380814913,VIA PLUS ASSURANCES,VIA PLUS ASSURANCES,,2,2,97139,LES ABYMES,971,01,SCI RES LES JARDINS D'ALEX 50 LD VIEUX BOURG 97139 LES ABYMES,16.248350496,-61.53163427,1991-01-02,A,03,,PME,5499
382787703,CHRISTOPHE FRIQUET,,,5,2,77970,PECY,77,11,6 A RUE DE LA FONTENELLE 77970 PECY,48.652988606,3.0774373694,1991-07-01,A,NN,,PME,1000
382996098,ALAIN LEBLANC,,,3,2,53100,MAYENNE,53,52,21 PLACE GAMBETTA 53100 MAYENNE,48.3030251909008,-0.621943263302879,1991-09-02,A,NN,,PME,1000
383144813,ALPHA VENDOME,ALPHA VENDOME,,9,2,41000,BLOIS,41,24,44 AVENUE DE VENDOME 41000 BLOIS,47.5976741949721,1.32327706679867,1991-07-01,A,NN,,PME,5499
383372273,GILLES LHOTE,,,3,2,13620,CARRY-LE-ROUET,13,93,15 RUE DU PLATEAU 13620 CARRY-LE-ROUET,43.33400464,5.1436100102,1991-09-13,A,NN,,PME,1000
